dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT90_e11	GT90:72	-	-	290	Sbrasi5110predictedgene_005098-T1	676	9.7e-121	2	290	354	662	0.993103448276
GH131_e0	GH131:19	-	-	254	Sbrasi5110predictedgene_005264-T1	298	1.8e-118	1	254	36	295	0.996062992126
GH125_e2	GH125:180	-	-	423	Sbrasi5110predictedgene_005374-T1	617	2.8e-59	1	152	107	273	0.356973995272
GH125_e2	GH125:180	-	-	423	Sbrasi5110predictedgene_005374-T1	617	3.1e-114	143	423	289	603	0.661938534279
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	Sbrasi5110predictedgene_005662-T1	669	1.4e-23	10	188	201	386	0.426858513189
CE5_e49	CE5:6	-	-	192	Sbrasi5110predictedgene_006028-T1	325	1.6e-46	15	191	65	267	0.916666666667
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SdimorCBS55374predictedgene_000740-T1	885	1.1e-110	2	212	80	290	0.985915492958
GT69_e0	GT69:44	-	-	243	SdimorCBS55374predictedgene_001389-T1	432	2.2e-114	1	243	115	357	0.995884773663
AA1_e29	AA1:21	-	-	498	SdimorCBS55374predictedgene_004002-T1	676	2.3e-166	2	498	147	641	0.995983935743
AA1_e22	AA1:24	-	-	492	SdimorCBS55374predictedgene_004479-T1	768	3.1e-185	1	491	206	720	0.99593495935
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SdimorCBS55374predictedgene_004965-T1	542	3.2e-138	1	417	104	539	0.997601918465
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SdimorCBS55374predictedgene_005302-T1	866	2.4e-105	1	214	48	261	0.995327102804
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SdimorCBS55374predictedgene_006709-T1	1099	2.9e-275	23	824	44	973	0.968561064087
GH154_e10	GH154:86	-	-	357	SdimorCBS55374predictedgene_007030-T1	675	6.6e-172	1	356	26	373	0.994397759104
CE16_e2	CE16:12	-	-	278	SdimorCBS55374predictedgene_008250-T1	479	2.3e-108	1	277	147	450	0.992805755396
AA2_e12	AA2:15	-	-	241	SdimorCBS55374predictedgene_008368-T1	479	9.3e-97	2	241	230	466	0.991701244813
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SdimorCBS55374predictedgene_009983-T1	670	3.9e-26	10	181	202	379	0.410071942446
GH154_e10	GH154:86	-	-	357	SdimorCBS55374predictedgene_010174-T1	700	5.2e-158	1	357	15	400	0.997198879552
GH88_e4	GH88:37	-	-	401	SeuskaVPRI43754predictedgene_000287-T1	512	8.2e-159	1	401	103	503	0.997506234414
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SeuskaVPRI43754predictedgene_004189-T1	406	4.4e-92	1	215	63	290	0.990740740741
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	SeuskaVPRI43754predictedgene_004748-T1	342	1.6e-139	1	309	5	336	0.993548387097
GH135_e25	GH135:7	-	-	228	SeuskaVPRI43754predictedgene_005218-T1	303	2.5e-31	1	167	17	196	0.728070175439
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SeuskaVPRI43754predictedgene_005747-T1	915	1.8e-32	34	165	72	202	0.704301075269
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SeuskaVPRI43754predictedgene_005747-T1	915	8e-216	11	480	301	768	0.905405405405
GH125_e2	GH125:180	-	-	423	SeuskaVPRI43754predictedgene_006061-T1	535	1.9e-187	1	423	79	520	0.997635933806
AA3_e28	AA3_2:42|AA3:1	-	-	565	SeuskaVPRI43754predictedgene_007476-T1	578	4.9e-289	1	565	9	573	0.998230088496
CBM50_e516	CBM50:10|GH18:1	-	chitin, peptidoglycan	34	SgloboCBS120340predictedgene_001743-T1	546	1.2e-16	1	34	501	535	0.970588235294
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SgloboCBS120340predictedgene_002491-T1	293	2.9e-120	11	280	5	271	0.957295373665
GH125_e2	GH125:180	-	-	423	SgloboCBS120340predictedgene_004322-T1	608	1.8e-173	1	423	104	594	0.997635933806
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SgloboCBS120340predictedgene_004759-T1	515	3.9e-157	35	474	1	473	0.926160337553
CE5_e49	CE5:6	-	-	192	SgloboCBS120340predictedgene_006884-T1	325	3.8e-46	2	191	42	267	0.984375
GT90_e11	GT90:72	-	-	290	SgloboCBS120340predictedgene_007705-T1	1139	7.7e-121	2	290	819	1125	0.993103448276
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SgloboCBS120340predictedgene_008382-T1	478	6.7e-193	2	442	31	477	0.995475113122
GH106_e15	GH106:19|GT2:1	-	-	933	ShumicCBS118129predictedgene_000439-T1	1047	1.1e-267	1	931	41	992	0.996784565916
GH131_e4	GH131:11	-	-	258	ShumicCBS118129predictedgene_001583-T1	289	1.2e-123	1	258	26	285	0.996124031008
GH5_e56	GH5_24:29	-	-	314	ShumicCBS118129predictedgene_001677-T1	429	1.2e-166	1	312	77	391	0.990445859873
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	ShumicCBS118129predictedgene_001896-T1	744	8e-18	10	180	164	346	0.407673860911
GH18_e107	GH18:17	-	-	321	ShumicCBS118129predictedgene_003508-T1	362	1.6e-106	1	319	10	346	0.990654205607
GT61_e19	GT61:14	-	-	120	ShumicCBS118129predictedgene_004736-T1	557	1.8e-42	1	117	326	447	0.966666666667
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	ShumicCBS118129predictedgene_006207-T1	445	6.3e-157	1	350	80	429	0.991477272727
GT31_e37	GT31:25	-	-	54	ShumicCBS118129predictedgene_006946-T1	435	1.3e-23	1	54	186	239	0.981481481481
GT69_e0	GT69:44	-	-	243	SinflaCBS23968predictedgene_000577-T1	379	4.1e-113	1	243	62	304	0.995884773663
CE16_e2	CE16:12	-	-	278	SinflaCBS23968predictedgene_000690-T1	504	9.8e-107	1	277	172	475	0.992805755396
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SinflaCBS23968predictedgene_001956-T1	496	1.2e-162	3	441	28	492	0.990950226244
AA1_e29	AA1:21	-	-	498	SinflaCBS23968predictedgene_002238-T1	677	1.5e-165	2	498	147	642	0.995983935743
CE5_e11	CE5:7	-	-	193	SinflaCBS23968predictedgene_002302-T1	302	8.5e-51	16	191	55	246	0.906735751295
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SinflaCBS23968predictedgene_002830-T1	864	2.1e-110	2	212	59	269	0.985915492958
GH154_e10	GH154:86	-	-	357	SinflaCBS23968predictedgene_002890-T1	675	6.9e-172	1	356	26	373	0.994397759104
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SinflaCBS23968predictedgene_002899-T1	714	7.3e-37	1	142	10	150	0.758064516129
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SinflaCBS23968predictedgene_002899-T1	714	5.5e-220	2	457	252	699	0.878378378378
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SinflaCBS23968predictedgene_003932-T1	608	6.6e-174	1	474	60	545	0.997890295359
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SinflaCBS23968predictedgene_004259-T1	350	2.4e-146	1	288	30	320	0.989655172414
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SinflaCBS23968predictedgene_006768-T1	1097	5.2e-280	20	824	38	971	0.972188633615
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SinflaCBS23968predictedgene_007151-T1	544	1.5e-138	1	417	105	540	0.997601918465
AA1_e22	AA1:24	-	-	492	SinflaCBS23968predictedgene_007390-T1	662	1.9e-186	1	491	100	614	0.99593495935
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SinflaCBS23968predictedgene_008752-T1	868	2.4e-106	1	214	50	263	0.995327102804
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SinflaCBS23968predictedgene_008779-T1	257	1.4e-74	64	276	13	233	0.765342960289
AA2_e12	AA2:15	-	-	241	SinflaCBS23968predictedgene_009084-T1	477	3.2e-96	2	241	228	464	0.991701244813
GH154_e10	GH154:86	-	-	357	SinflaCBS23968predictedgene_010839-T1	728	3.7e-156	1	357	15	409	0.997198879552
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SlurieCBS93772predictedgene_000602-T1	769	7.4e-18	10	190	176	367	0.431654676259
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SlurieCBS93772predictedgene_001815-T1	731	1.1e-110	2	207	74	280	0.990338164251
GH92_e35	GH92:160	-	-	510	SlurieCBS93772predictedgene_002047-T1	894	8.8e-236	1	509	331	875	0.996078431373
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SlurieCBS93772predictedgene_004339-T1	341	3.1e-136	1	278	41	319	0.996402877698
GT71_e16	GT71:38	-	-	235	SlurieCBS93772predictedgene_004541-T1	601	6.4e-94	1	235	256	490	0.995744680851
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	SlurieCBS93772predictedgene_006924-T1	448	1.8e-77	1	164	263	428	0.37819025522
AA3_e28	AA3_2:42|AA3:1	-	-	565	SlurieCBS93772predictedgene_007389-T1	557	1.9e-254	1	564	8	551	0.996460176991
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SlurieCBS93772predictedgene_007867-T1	506	1.2e-156	3	441	28	502	0.990950226244
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	SlurieCBS93772predictedgene_008253-T1	663	8.4e-200	1	482	121	633	0.997925311203
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SmexicCBS120341predictedgene_000346-T1	779	0	4	748	22	778	0.994652406417
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SmexicCBS120341predictedgene_000435-T1	453	1.7e-126	14	351	84	419	0.960113960114
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SmexicCBS120341predictedgene_000523-T1	459	4.5e-178	1	360	30	398	0.988980716253
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SmexicCBS120341predictedgene_000751-T1	849	4.5e-97	18	210	80	275	0.914285714286
GH131_e4	GH131:11	-	-	258	SmexicCBS120341predictedgene_000972-T1	289	1.3e-123	1	258	26	285	0.996124031008
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SmexicCBS120341predictedgene_001128-T1	586	2.1e-139	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SmexicCBS120341predictedgene_001128-T1	586	1.4e-54	7	197	362	574	0.95
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SmexicCBS120341predictedgene_002054-T1	677	9.8e-168	1	473	118	635	0.995780590717
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SmexicCBS120341predictedgene_002195-T1	398	9.7e-96	2	220	11	232	0.986425339367
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SmexicCBS120341predictedgene_002422-T1	538	3.5e-219	1	464	58	533	0.995698924731
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	SmexicCBS120341predictedgene_004357-T1	344	2.1e-141	1	309	5	336	0.993548387097
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SmexicCBS120341predictedgene_007145-T1	998	8.4e-109	2	210	184	397	0.990476190476
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SmexicCBS120341predictedgene_009874-T1	430	2.8e-172	1	351	43	395	0.997150997151
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SmexicCBS120341predictedgene_010429-T1	1220	1.8e-144	2	276	529	805	0.98916967509
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SmexicCBS120341predictedgene_010429-T1	1220	2.7e-153	1	320	889	1207	0.990683229814
GH125_e2	GH125:180	-	-	423	SnigroVPRI43755predictedgene_000279-T1	519	2.7e-186	1	423	74	504	0.997635933806
GT61_e19	GT61:14	-	-	120	SnigroVPRI43755predictedgene_003930-T1	767	2.6e-42	1	117	540	661	0.966666666667
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SnigroVPRI43755predictedgene_005220-T1	348	1.7e-133	1	288	29	319	0.989655172414
GH135_e8	GH135:42	-	-	238	SnigroVPRI43755predictedgene_005235-T1	257	1.1e-95	1	238	10	247	0.995798319328
GH16_e200	GH16_18:28	-	-	156	SnigroVPRI43755predictedgene_005565-T1	368	5.5e-72	1	156	70	226	0.99358974359
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SpalliCBS13156predictedgene_001421-T1	861	1.9e-111	1	214	34	247	0.995327102804
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SpalliCBS13156predictedgene_001781-T1	468	3.3e-205	3	442	28	465	0.993212669683
GH88_e4	GH88:37	-	-	401	SpalliCBS13156predictedgene_004004-T1	520	7e-161	1	401	102	511	0.997506234414
GT90_e11	GT90:72	-	-	290	SpalliCBS13156predictedgene_004907-T1	679	3.2e-124	1	290	370	666	0.996551724138
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SpalliCBS13156predictedgene_005090-T1	419	2.4e-90	1	215	77	304	0.990740740741
GH125_e2	GH125:180	-	-	423	SpalliCBS13156predictedgene_005744-T1	614	2.2e-59	1	154	95	274	0.36170212766
GH125_e2	GH125:180	-	-	423	SpalliCBS13156predictedgene_005744-T1	614	1.6e-115	142	423	282	600	0.664302600473
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SpalliCBS13156predictedgene_006394-T1	221	1.6e-93	1	207	23	220	0.990384615385
GT31_e37	GT31:25	-	-	54	SphasmCBS119721predictedgene_000266-T1	481	7.8e-23	2	54	208	260	0.962962962963
GH106_e15	GH106:19|GT2:1	-	-	933	SphasmCBS119721predictedgene_000444-T1	1106	3.6e-244	1	931	36	1035	0.996784565916
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SphasmCBS119721predictedgene_001589-T1	604	1.6e-171	1	474	60	542	0.997890295359
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SphasmCBS119721predictedgene_002978-T1	445	8.8e-157	1	351	80	430	0.994318181818
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SphasmCBS119721predictedgene_004811-T1	1103	3.2e-283	23	824	44	976	0.968561064087
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SphasmCBS119721predictedgene_005781-T1	669	6.2e-24	8	187	199	385	0.429256594724
GH5_e56	GH5_24:29	-	-	314	SphasmCBS119721predictedgene_006650-T1	430	2.6e-167	1	312	77	391	0.990445859873
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SphasmCBS119721predictedgene_007360-T1	553	1e-222	23	508	2	484	0.936293436293
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SproteCBS116654predictedgene_000074-T1	892	2.6e-110	2	212	87	297	0.985915492958
GH154_e10	GH154:86	-	-	357	SproteCBS116654predictedgene_001466-T1	581	1.3e-59	1	188	6	190	0.52380952381
GH154_e5	GH154:43	-	-	341	SproteCBS116654predictedgene_001466-T1	581	4.6e-22	210	340	188	289	0.381231671554
AA1_e22	AA1:24	-	-	492	SproteCBS116654predictedgene_001982-T1	623	9.7e-186	1	491	63	577	0.99593495935
CE16_e2	CE16:12	-	-	278	SproteCBS116654predictedgene_003028-T1	393	1.1e-38	1	102	48	150	0.363309352518
CE16_e2	CE16:12	-	-	278	SproteCBS116654predictedgene_003028-T1	393	7.4e-55	94	278	182	371	0.661870503597
GH154_e10	GH154:86	-	-	357	SproteCBS116654predictedgene_003981-T1	712	1.3e-157	1	357	15	403	0.997198879552
AA2_e12	AA2:15	-	-	241	SproteCBS116654predictedgene_004195-T1	453	5.1e-79	4	241	223	440	0.983402489627
AA1_e36	AA1:12	-	-	482	SproteCBS116654predictedgene_004323-T1	609	9.1e-109	35	482	150	567	0.927385892116
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SproteCBS116654predictedgene_005243-T1	696	5e-115	2	265	48	294	0.949458483755
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SproteCBS116654predictedgene_005243-T1	696	1.9e-153	1	322	364	685	0.996894409938
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SproteCBS116654predictedgene_006069-T1	451	5.9e-118	1	417	41	447	0.997601918465
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SproteCBS116654predictedgene_007977-T1	435	2e-121	1	288	127	408	0.989655172414
AA3_e28	AA3_2:42|AA3:1	-	-	565	SpseudVPRI43531predictedgene_000031-T1	578	5.6e-285	1	564	8	572	0.996460176991
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SpseudVPRI43531predictedgene_005106-T1	343	5e-141	1	278	43	321	0.996402877698
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SpseudVPRI43531predictedgene_006027-T1	598	2.7e-109	2	207	74	279	0.990338164251
GT69_e0	GT69:44	-	-	243	SpseudVPRI43531predictedgene_006689-T1	425	1.6e-114	1	243	106	348	0.995884773663
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	Sschen1099predictedgene_000861-T1	429	6.4e-171	2	351	43	394	0.994301994302
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	Sschen1099predictedgene_001664-T1	464	1.3e-91	1	193	263	458	0.445475638051
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	Sschen1099predictedgene_002573-T1	459	1.4e-176	1	359	30	397	0.986225895317
GH92_e35	GH92:160	-	-	510	Sschen1099predictedgene_002830-T1	896	3.4e-236	1	509	333	877	0.996078431373
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	Sschen1099predictedgene_002833-T1	780	0	4	748	22	779	0.994652406417
GT71_e16	GT71:38	-	-	235	Sschen1099predictedgene_002945-T1	615	9.2e-94	1	235	258	492	0.995744680851
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	Sschen1099predictedgene_003074-T1	870	1.9e-108	1	214	35	249	0.995327102804
GH135_e25	GH135:7	-	-	228	Sschen1099predictedgene_003219-T1	301	2.9e-30	1	169	15	196	0.736842105263
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	Sschen1099predictedgene_003344-T1	247	3.3e-73	1	206	45	244	0.985576923077
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	Sschen1099predictedgene_004123-T1	395	7.6e-97	2	220	13	233	0.986425339367
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	Sschen1099predictedgene_005080-T1	866	1.8e-88	1	210	94	292	0.995238095238
GT61_e19	GT61:14	-	-	120	Sschen1099predictedgene_005625-T1	601	1.4e-36	1	116	347	470	0.958333333333
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	Sschen1099predictedgene_005917-T1	342	4.3e-140	1	309	5	336	0.993548387097
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	Sschen1099predictedgene_006100-T1	530	4.9e-223	1	464	48	525	0.995698924731
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	Sschen1099predictedgene_006314-T1	991	7.3e-109	2	210	179	392	0.990476190476
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	Sschen1099predictedgene_007877-T1	586	1.2e-136	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	Sschen1099predictedgene_007877-T1	586	2.9e-54	7	199	362	576	0.96
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	Sschen1099predictedgene_007885-T1	608	2.1e-171	1	474	60	545	0.997890295359
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	Sschen1099predictedgene_008118-T1	656	5.6e-200	1	482	121	621	0.997925311203
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	Sschen1099predictedgene_008482-T1	500	1.2e-158	3	441	28	496	0.990950226244
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SvarieCBS121961predictedgene_000250-T1	426	5.5e-94	1	215	80	307	0.990740740741
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SvarieCBS121961predictedgene_000408-T1	292	4.9e-131	12	280	4	270	0.953736654804
GH125_e2	GH125:180	-	-	423	SvarieCBS121961predictedgene_000617-T1	535	2.1e-187	1	423	79	520	0.997635933806
GH88_e4	GH88:37	-	-	401	SvarieCBS121961predictedgene_001421-T1	512	3.4e-160	1	401	103	503	0.997506234414
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SvarieCBS121961predictedgene_003791-T1	670	7.5e-26	10	181	202	379	0.410071942446
GH131_e4	GH131:11	-	-	258	SvarieCBS121961predictedgene_004206-T1	288	2.8e-124	1	258	26	284	0.996124031008
GH125_e2	GH125:180	-	-	423	SvarieCBS121961predictedgene_005548-T1	597	8.8e-172	1	423	93	583	0.997635933806
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SvarieCBS121961predictedgene_008252-T1	211	6.4e-77	274	461	9	211	0.361003861004
GT90_e11	GT90:72	-	-	290	SvarieCBS121961predictedgene_008594-T1	680	1.2e-124	1	290	350	666	0.996551724138
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SvarieCBS121961predictedgene_009101-T1	351	7.4e-144	1	287	32	320	0.986206896552
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SvarieCBS121961predictedgene_009517-T1	480	1e-194	2	442	33	478	0.995475113122
GT61_e19	GT61:14	-	-	120	SBRCBS47491_000663-T1	355	2.6e-43	1	117	128	249	0.966666666667
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SBRCBS47491_000794-T1	863	4.2e-111	1	214	35	248	0.995327102804
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SBRCBS47491_002846-T1	781	0	5	748	21	780	0.993315508021
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SBRCBS47491_003088-T1	393	2.1e-95	3	220	11	232	0.981900452489
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SBRCBS47491_003598-T1	217	6.6e-49	1	157	51	202	0.75
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SBRCBS47491_004071-T1	460	5.6e-177	2	359	31	398	0.98347107438
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SBRCBS47491_005451-T1	591	1.7e-138	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SBRCBS47491_005451-T1	591	2.4e-52	7	199	362	581	0.96
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SBRCBS47491_005712-T1	668	8.8e-164	1	473	101	626	0.995780590717
GH18_e20	GH18:235|GT1:1	3.2.1.14:25	chitin	353	SBRCBS47491_006046-T1	444	4.6e-108	39	352	98	411	0.886685552408
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SBRCBS47491_006119-T1	534	3.9e-218	1	464	47	527	0.995698924731
GH16_e200	GH16_18:28	-	-	156	SBRCBS47491_006569-T1	374	2.3e-72	1	156	70	226	0.99358974359
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SBRCBS47491_006933-T1	994	3.9e-108	2	210	180	393	0.990476190476
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SBRCBS47491_007717-T1	876	4.2e-107	1	210	86	298	0.995238095238
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SBRCBS47491_008647-T1	432	2.7e-175	1	351	46	398	0.997150997151
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SBRCBS47491_009494-T1	630	1.7e-127	1	289	30	319	0.993103448276
GH131_e4	GH131:11	-	-	258	SCUCBS95973_000823-T1	289	7.1e-124	1	258	26	285	0.996124031008
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SCUCBS95973_001483-T1	225	8.2e-90	1	206	24	222	0.985576923077
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SCUCBS95973_002236-T1	725	2.9e-19	10	194	155	348	0.441247002398
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SCUCBS95973_005677-T1	374	1.5e-77	38	321	9	264	0.640271493213
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SCUCBS95973_008692-T1	777	1.2e-33	33	172	76	217	0.747311827957
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SCUCBS95973_008692-T1	777	2e-226	2	510	208	721	0.980694980695
GH125_e2	GH125:180	-	-	423	SCUCBS95973_008738-T1	614	3.1e-173	1	423	99	600	0.997635933806
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SCUCBS95973_009563-T1	609	4.5e-176	1	474	60	545	0.997890295359
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SEUCBS139899_000281-T1	669	6.4e-26	11	181	202	378	0.407673860911
AA2_e12	AA2:15	-	-	241	SEUCBS139899_000475-T1	481	8.5e-96	3	241	234	468	0.98755186722
CE16_e2	CE16:12	-	-	278	SEUCBS139899_000710-T1	384	1.4e-101	1	278	56	354	0.996402877698
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SEUCBS139899_001334-T1	892	4.8e-109	2	212	87	297	0.985915492958
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SEUCBS139899_002298-T1	479	4.2e-149	1	417	41	476	0.997601918465
