tip	accession	genus	kingdom	phylum	class	order	family	colours_kingdom	colours_phylum	colours_sordario	colours_hypocr
KAF5393804.1_Collybiopsis_confluens	KAF5393804.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIK58046.1_Collybiopsis_luxurians_FD_317M1	KIK58046.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIK60325.1_Collybiopsis_luxurians_FD_317M1	KIK60325.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIK64418.1_Collybiopsis_luxurians_FD_317M1	KIK64418.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5369151.1_Collybiopsis_confluens	KAF5369151.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIK64405.1_Collybiopsis_luxurians_FD_317M1	KIK64405.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIK64461.1_Collybiopsis_luxurians_FD_317M1	KIK64461.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9392064.1_Gymnopus_androsaceus_JB14	KAE9392064.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9392068.1_Gymnopus_androsaceus_JB14	KAE9392068.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9382986.1_Gymnopus_androsaceus_JB14	KAE9382986.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9400358.1_Gymnopus_androsaceus_JB14	KAE9400358.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9405808.1_Gymnopus_androsaceus_JB14	KAE9405808.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9409025.1_Gymnopus_androsaceus_JB14	KAE9409025.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9405803.1_Gymnopus_androsaceus_JB14	KAE9405803.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAE9409026.1_Gymnopus_androsaceus_JB14	KAE9409026.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8824757.1_Lentinula_edodes	KAF8824757.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
GAW02271.1_Lentinula_edodes	GAW02271.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_046082183.1_Lentinula_edodes	XP_046082183.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4480214.1_Lentinula_aciculospora	KAJ4480214.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3864028.1_Lentinula_novae_zelandiae	KAJ3864028.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3795534.1_Lentinula_aff._detonsa	KAJ3795534.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3730937.1_Lentinula_guzmanii	KAJ3730937.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4463199.1_Lentinula_edodes	KAJ4463199.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3711352.1_Lentinula_raphanica	KAJ3711352.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3838340.1_Lentinula_raphanica	KAJ3838340.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3766909.1_Lentinula_raphanica	KAJ3766909.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3761609.1_Lentinula_raphanica	KAJ3761609.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3826743.1_Lentinula_raphanica	KAJ3826743.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3978495.1_Lentinula_detonsa	KAJ3978495.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4475502.1_Lentinula_aciculospora	KAJ4475502.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_046091232.1_Lentinula_edodes	XP_046091232.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
GAW03004.1_Lentinula_edodes	GAW03004.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3785498.1_Lentinula_aff._detonsa	KAJ3785498.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4473776.1_Lentinula_aciculospora	KAJ4473776.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3983323.1_Lentinula_detonsa	KAJ3983323.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4471107.1_Lentinula_edodes	KAJ4471107.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3777251.1_Lentinula_raphanica	KAJ3777251.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8823650.1_Lentinula_edodes	KAF8823650.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3900912.1_Lentinula_edodes	KAJ3900912.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3765688.1_Lentinula_raphanica	KAJ3765688.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_046090202.1_Lentinula_edodes	XP_046090202.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4496300.1_Lentinula_edodes	KAJ4496300.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3983325.1_Lentinula_detonsa	KAJ3983325.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4475503.1_Lentinula_aciculospora	KAJ4475503.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
GAW09987.1_Lentinula_edodes	GAW09987.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3731801.1_Lentinula_guzmanii	KAJ3731801.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3755099.1_Lentinula_raphanica	KAJ3755099.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3806350.1_Lentinula_aff._lateritia	KAJ3806350.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4494186.1_Lentinula_lateritia	KAJ4494186.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3812088.1_Lentinula_aff._lateritia	KAJ3812088.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
GAW03005.1_Lentinula_edodes	GAW03005.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3996981.1_Lentinula_boryana	KAJ3996981.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3744529.1_Lentinula_raphanica	KAJ3744529.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3828043.1_Lentinula_raphanica	KAJ3828043.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3832812.1_Lentinula_raphanica	KAJ3832812.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3966635.1_Lentinula_raphanica	KAJ3966635.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3923070.1_Lentinula_edodes	KAJ3923070.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3914703.1_Lentinula_edodes	KAJ3914703.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3905760.1_Lentinula_edodes	KAJ3905760.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3932041.1_Lentinula_lateritia	KAJ3932041.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_046091231.1_Lentinula_edodes	XP_046091231.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ4471106.1_Lentinula_edodes	KAJ4471106.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3759476.1_Lentinula_raphanica	KAJ3759476.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9072642.1_Rhodocollybia_butyracea	KAF9072642.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9056913.1_Rhodocollybia_butyracea	KAF9056913.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9056912.1_Rhodocollybia_butyracea	KAF9056912.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9078041.1_Rhodocollybia_butyracea	KAF9078041.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK0493907.1_Armillaria_luteobubalina	KAK0493907.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
PBK67694.1_Armillaria_solidipes	PBK67694.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
SJK99683.1_Armillaria_ostoyae	SJK99683.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK0214006.1_Armillaria_fumosa	KAK0214006.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
PBL04133.1_Armillaria_gallica	PBL04133.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
SJK99699.1_Armillaria_ostoyae	SJK99699.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
SJL08015.1_Armillaria_ostoyae	SJL08015.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
PBK84224.1_Armillaria_gallica	PBK84224.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
PBK70101.1_Armillaria_solidipes	PBK70101.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIY68736.1_Cylindrobasidium_torrendii_FP15055ss_10	KIY68736.1	Cylindrobasidium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIY71843.1_Cylindrobasidium_torrendii_FP15055ss_10	KIY71843.1	Cylindrobasidium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIY64670.1_Cylindrobasidium_torrendii_FP15055ss_10	KIY64670.1	Cylindrobasidium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK0210072.1_Desarmillaria_ectypa	KAK0210072.1	Desarmillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_043039020.1_Guyanagaster_necrorhizus_MCA3950	XP_043039020.1	Guyanagaster	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9012227.1_Hymenopellis_radicata	KAF9012227.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9005326.1_Hymenopellis_radicata	KAF9005326.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9028369.1_Hymenopellis_radicata	KAF9028369.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9023588.1_Hymenopellis_radicata	KAF9023588.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8912293.1_Mucidula_mucida	KAF8912293.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8906344.1_Mucidula_mucida	KAF8906344.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8913300.1_Mucidula_mucida	KAF8913300.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8912290.1_Mucidula_mucida	KAF8912290.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7796025.1_Pleurotus_ostreatoroseus	KAF7796025.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7796010.1_Pleurotus_ostreatoroseus	KAF7796010.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF4578295.1_Pleurotus_pulmonarius	KAF4578295.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ8699157.1_Pleurotus_ostreatus	KAJ8699157.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_036637151.1_Pleurotus_ostreatus	XP_036637151.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9493581.1_Pleurotus_eryngii	KAF9493581.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ25667.1_Pleurotus_ostreatus_PC15	KDQ25667.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF4580251.1_Pleurotus_pulmonarius	KAF4580251.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ8469013.1_Pleurotus_djamor	KAJ8469013.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ8519244.1_Pleurotus_djamor	KAJ8519244.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9225718.1_Pleurotus_cornucopiae	KAG9225718.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK73268.1_Pluteus_cervinus	TFK73268.1	Pluteus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK65698.1_Pluteus_cervinus	TFK65698.1	Pluteus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK64060.1_Pluteus_cervinus	TFK64060.1	Pluteus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8643391.1_Volvariella_volvacea_WC439	KAF8643391.1	Volvariella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8646397.1_Volvariella_volvacea_WC439	KAF8646397.1	Volvariella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8646686.1_Volvariella_volvacea_WC439	KAF8646686.1	Volvariella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	#3B3B3BFF	#9ECAE1	NA	NA
RXW25490.1_Candolleomyces_aberdarensis	RXW25490.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ2924869.1_Candolleomyces_eurysporus	KAJ2924869.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ2924699.1_Candolleomyces_eurysporus	KAJ2924699.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
RXW19564.1_Candolleomyces_aberdarensis	RXW19564.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ2912036.1_Candolleomyces_efflorescens	KAJ2912036.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ2917948.1_Candolleomyces_efflorescens	KAJ2917948.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TEB39952.1_Coprinellus_micaceus	TEB39952.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3538245.1_Coprinellus_aureogranulatus	KAJ3538245.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TEB24653.1_Coprinellus_micaceus	TEB24653.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TEB28860.1_Coprinellus_micaceus	TEB28860.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TEB28861.1_Coprinellus_micaceus	TEB28861.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3524414.1_Coprinellus_aureogranulatus	KAJ3524414.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK22737.1_Coprinopsis_marcescibilis	TFK22737.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH6909257.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6909257.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_001836582.1_Coprinopsis_cinerea_okayama7_130	XP_001836582.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK24632.1_Coprinopsis_marcescibilis	TFK24632.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK26683.1_Coprinopsis_marcescibilis	TFK26683.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2021178.1_Coprinopsis_cinerea_AmutBmutpab1_1	KAG2021178.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK24631.1_Coprinopsis_marcescibilis	TFK24631.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH6917100.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6917100.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_001835509.1_Coprinopsis_cinerea_okayama7_130	XP_001835509.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK27566.1_Coprinopsis_marcescibilis	TFK27566.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH6919310.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6919310.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_001835502.2_Coprinopsis_cinerea_okayama7_130	XP_001835502.2	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH6899228.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6899228.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH6912658.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6912658.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_001829371.2_Coprinopsis_cinerea_okayama7_130	XP_001829371.2	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF6759800.1_Tulosesus_angulatus	KAF6759800.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF6743405.1_Tulosesus_angulatus	KAF6743405.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF6758275.1_Tulosesus_angulatus	KAF6758275.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF6758555.1_Tulosesus_angulatus	KAF6758555.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK98191.1_Pterula_gracilis	TFK98191.1	Pterula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFL00990.1_Pterula_gracilis	TFL00990.1	Pterula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	#3B3B3BFF	#9ECAE1	NA	NA
