tip	accession	genus	kingdom	phylum	class	order	family
KAI0703797.1_Cytidiella_melzeri	KAI0703797.1	Cytidiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0806134.1_Irpex_lacteus	KAI0806134.1	Irpex	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0090273.1_Irpex_rosettiformis	KAI0090273.1	Irpex	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0806135.1_Irpex_lacteus	KAI0806135.1	Irpex	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0090274.1_Irpex_rosettiformis	KAI0090274.1	Irpex	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0090264.1_Irpex_rosettiformis	KAI0090264.1	Irpex	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0806128.1_Irpex_lacteus	KAI0806128.1	Irpex	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0342939.1_Trametopsis_cervina	KAI0342939.1	Trametopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0342938.1_Trametopsis_cervina	KAI0342938.1	Trametopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0346057.1_Trametopsis_cervina	KAI0346057.1	Trametopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
XP_040765321.1_Laetiporus_sulphureus_93_53	XP_040765321.1	Laetiporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae
XP_040765330.1_Laetiporus_sulphureus_93_53	XP_040765330.1	Laetiporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae
XP_040762919.1_Laetiporus_sulphureus_93_53	XP_040762919.1	Laetiporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae
KAJ3480565.1_Physisporinus_lineatus	KAJ3480565.1	Physisporinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae
KAJ3480567.1_Physisporinus_lineatus	KAJ3480567.1	Physisporinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae
PSR74247.1_Hermanssonia_centrifuga	PSR74247.1	Hermanssonia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae
THG96211.1_Hermanssonia_centrifuga	THG96211.1	Hermanssonia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae
PSR74237.1_Hermanssonia_centrifuga	PSR74237.1	Hermanssonia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae
KAJ3555051.1_Phlebia_brevispora	KAJ3555051.1	Phlebia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae
KAJ3534747.1_Phlebia_brevispora	KAJ3534747.1	Phlebia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae
KAI0078821.1_Panus_rudis_PR_1116ss_1	KAI0078821.1	Panus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae
KAI0076161.1_Panus_rudis_PR_1116ss_1	KAI0076161.1	Panus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae
KAI0071994.1_Panus_rudis_PR_1116ss_1	KAI0071994.1	Panus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae
PCH42401.1_Wolfiporia_cocos_MD_104SS10	PCH42401.1	Wolfiporia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phaeolaceae
PCH42354.1_Wolfiporia_cocos_MD_104SS10	PCH42354.1	Wolfiporia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phaeolaceae
GJE85547.1_Phanerochaete_sordida	GJE85547.1	Phanerochaete	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
XP_007393138.1_Phanerochaete_carnosa_HHB_10118_sp	XP_007393138.1	Phanerochaete	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
GJE96238.1_Phanerochaete_sordida	GJE96238.1	Phanerochaete	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
XP_007393767.1_Phanerochaete_carnosa_HHB_10118_sp	XP_007393767.1	Phanerochaete	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
KIP08019.1_Phlebiopsis_gigantea_11061_1CR5_6	KIP08019.1	Phlebiopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
KIP08026.1_Phlebiopsis_gigantea_11061_1CR5_6	KIP08026.1	Phlebiopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
KIP10435.1_Phlebiopsis_gigantea_11061_1CR5_6	KIP10435.1	Phlebiopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae
KAI0792794.1_Abortiporus_biennis	KAI0792794.1	Abortiporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae
KAI0792777.1_Abortiporus_biennis	KAI0792777.1	Abortiporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae
KAI0784517.1_Abortiporus_biennis	KAI0784517.1	Abortiporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae
KAI0694646.1_Cerioporus_squamosus	KAI0694646.1	Cerioporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0714260.1_Cerioporus_squamosus	KAI0714260.1	Cerioporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0329306.1_Cubamyces_sp._BRFM1775	KAI0329306.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9902607.1_Cubamyces_lactineus	KAH9902607.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0329316.1_Cubamyces_sp._BRFM1775	KAI0329316.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0663764.1_Cubamyces_menziesii	KAI0663764.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0663766.1_Cubamyces_menziesii	KAI0663766.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0327799.1_Cubamyces_sp._BRFM1775	KAI0327799.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9902992.1_Cubamyces_lactineus	KAH9902992.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0661695.1_Cubamyces_menziesii	KAI0661695.1	Cubamyces	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0749839.1_Daedaleopsis_nitida	KAI0749839.1	Daedaleopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0749618.1_Daedaleopsis_nitida	KAI0749618.1	Daedaleopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0749827.1_Daedaleopsis_nitida	KAI0749827.1	Daedaleopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0749347.1_Daedaleopsis_nitida	KAI0749347.1	Daedaleopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
TBU33600.1_Dichomitus_squalens	TBU33600.1	Dichomitus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
TBU33608.1_Dichomitus_squalens	TBU33608.1	Dichomitus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
XP_007362490.1_Dichomitus_squalens_LYAD_421SS1	XP_007362490.1	Dichomitus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
TBU26201.1_Dichomitus_squalens	TBU26201.1	Dichomitus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0709927.1_Earliella_scabrosa	KAI0709927.1	Earliella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0709939.1_Earliella_scabrosa	KAI0709939.1	Earliella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0709937.1_Earliella_scabrosa	KAI0709937.1	Earliella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0707394.1_Earliella_scabrosa	KAI0707394.1	Earliella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0787987.1_Fomes_fomentarius	KAI0787987.1	Fomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0787978.1_Fomes_fomentarius	KAI0787978.1	Fomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0787974.1_Fomes_fomentarius	KAI0787974.1	Fomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0787686.1_Fomes_fomentarius	KAI0787686.1	Fomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
VWO99732.1_Ganoderma_boninense	VWO99732.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI1797410.1_Ganoderma_leucocontextum	KAI1797410.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PIL29828.1_Ganoderma_sinense_ZZ0214_1	PIL29828.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PIL29826.1_Ganoderma_sinense_ZZ0214_1	PIL29826.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI1797408.1_Ganoderma_leucocontextum	KAI1797408.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI1797418.1_Ganoderma_leucocontextum	KAI1797418.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PIL29836.1_Ganoderma_sinense_ZZ0214_1	PIL29836.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
VWO99737.1_Ganoderma_boninense	VWO99737.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI1797154.1_Ganoderma_leucocontextum	KAI1797154.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PIL35611.1_Ganoderma_sinense_ZZ0214_1	PIL35611.1	Ganoderma	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RPD75106.1_Lentinus_tigrinus_ALCF2SS1_7	RPD75106.1	Lentinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RPD61042.1_Lentinus_tigrinus_ALCF2SS1_6	RPD61042.1	Lentinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RPD61040.1_Lentinus_tigrinus_ALCF2SS1_6	RPD61040.1	Lentinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RPD60039.1_Lentinus_tigrinus_ALCF2SS1_6	RPD60039.1	Lentinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9847540.1_Lenzites_betulinus	KAH9847540.1	Lenzites	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9847529.1_Lenzites_betulinus	KAH9847529.1	Lenzites	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9847531.1_Lenzites_betulinus	KAH9847531.1	Lenzites	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9850354.1_Lenzites_betulinus	KAH9850354.1	Lenzites	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0366278.1_Pilatotrama_ljubarskyi	KAI0366278.1	Pilatotrama	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0366266.1_Pilatotrama_ljubarskyi	KAI0366266.1	Pilatotrama	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0368587.1_Pilatotrama_ljubarskyi	KAI0368587.1	Pilatotrama	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RDX43818.1_Polyporus_brumalis	RDX43818.1	Polyporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
TFK91420.1_Polyporus_arcularius_HHB13444	TFK91420.1	Polyporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RDX43827.1_Polyporus_brumalis	RDX43827.1	Polyporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
RDX57331.1_Polyporus_brumalis	RDX57331.1	Polyporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
TFK91418.1_Polyporus_arcularius_HHB13444	TFK91418.1	Polyporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PCOBRFM310_001991_T1_22_284_AA14		Pycnoporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PCOBRFM310_007444_T1_1_127_AA14		Pycnoporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PCOBRFM310_007446_T1_1_255_AA14		Pycnoporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
PCOBRFM310_007454_T1_19_281_AA14		Pycnoporus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
AUM86167.1_Trametes_coccinea	AUM86167.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
CDO76990.1_Trametes_cinnabarina	CDO76990.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
5NO7_A_Trametes_cinnabarina	NA	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI8982711.1_Trametes_punicea	KAI8982711.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAJ8496617.1_Trametes_cubensis	KAJ8496617.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0648926.1_Trametes_meyenii	KAI0648926.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
XP_008039807.1_Trametes_versicolor_FP_101664SS1	XP_008039807.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0833684.1_Trametes_gibbosa	KAI0833684.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
CDO76983.1_Trametes_cinnabarina	CDO76983.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0636238.1_Trametes_polyzona	KAI0636238.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI9066335.1_Trametes_sanguinea	KAI9066335.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAJ3000431.1_Trametes_sanguinea	KAJ3000431.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0775035.1_Trametes_elegans	KAI0775035.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0775016.1_Trametes_elegans	KAI0775016.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
OSC99896.1_Trametes_coccinea_BRFM310	OSC99896.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI8982720.1_Trametes_punicea	KAI8982720.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0671907.1_Trametes_maxima	KAI0671907.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0833674.1_Trametes_gibbosa	KAI0833674.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0648944.1_Trametes_meyenii	KAI0648944.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0775037.1_Trametes_elegans	KAI0775037.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
OSC99894.1_Trametes_coccinea_BRFM310	OSC99894.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
OJT14345.1_Trametes_pubescens	OJT14345.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0636096.1_Trametes_polyzona	KAI0636096.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
XP_008039347.1_Trametes_versicolor_FP_101664SS1	XP_008039347.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0833672.1_Trametes_gibbosa	KAI0833672.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0349734.1_Trametes_cingulata	KAI0349734.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0636093.1_Trametes_polyzona	KAI0636093.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0349736.1_Trametes_cingulata	KAI0349736.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI8982722.1_Trametes_punicea	KAI8982722.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
OJT14343.1_Trametes_pubescens	OJT14343.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
CDO76981.1_Trametes_cinnabarina	CDO76981.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0648942.1_Trametes_meyenii	KAI0648942.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0775034.1_Trametes_elegans	KAI0775034.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
CDO75550.1_Trametes_cinnabarina	CDO75550.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0649146.1_Trametes_meyenii	KAI0649146.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI8980162.1_Trametes_punicea	KAI8980162.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
AUM86166.1_Trametes_coccinea	AUM86166.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI9060680.1_Trametes_sanguinea	KAI9060680.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0833448.1_Trametes_gibbosa	KAI0833448.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
XP_008039133.1_Trametes_versicolor_FP_101664SS1	XP_008039133.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
OJT10915.1_Trametes_pubescens	OJT10915.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAJ3019167.1_Trametes_sanguinea	KAJ3019167.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0635898.1_Trametes_polyzona	KAI0635898.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0671704.1_Trametes_maxima	KAI0671704.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0359907.1_Trametes_cingulata	KAI0359907.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAJ3006596.1_Trametes_sanguinea	KAJ3006596.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAI0775242.1_Trametes_elegans	KAI0775242.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
KAH9948720.1_Amylocystis_lapponica	KAH9948720.1	Amylocystis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae
KAH9948617.1_Amylocystis_lapponica	KAH9948617.1	Amylocystis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae
KAH9948719.1_Amylocystis_lapponica	KAH9948719.1	Amylocystis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae
XP_024335625.1_Postia_placenta_MAD_698_R_SB12	XP_024335625.1	Postia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae
KAF9815808.1_Postia_placenta	KAF9815808.1	Postia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae
XP_027619462.1_Sparassis_crispa	XP_027619462.1	Sparassis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae
XP_027620905.1_Sparassis_crispa	XP_027620905.1	Sparassis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae
XP_027619473.1_Sparassis_crispa	XP_027619473.1	Sparassis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae
THH29416.1_Antrodiella_citrinella	THH29416.1	Antrodiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae
THH29437.1_Antrodiella_citrinella	THH29437.1	Antrodiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae
THH29424.1_Antrodiella_citrinella	THH29424.1	Antrodiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae
TCD64057.1_Steccherinum_ochraceum	TCD64057.1	Steccherinum	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae
TCD64054.1_Steccherinum_ochraceum	TCD64054.1	Steccherinum	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae
TCD61917.1_Steccherinum_ochraceum	TCD61917.1	Steccherinum	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae
KAI0059243.1_Artomyces_pyxidatus	KAI0059243.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
KAI0059260.1_Artomyces_pyxidatus	KAI0059260.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
KAI0063966.1_Artomyces_pyxidatus	KAI0063966.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
KAI0063967.1_Artomyces_pyxidatus	KAI0063967.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
KAI0051570.1_Auriscalpium_vulgare	KAI0051570.1	Auriscalpium	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
KAI0046343.1_Auriscalpium_vulgare	KAI0046343.1	Auriscalpium	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
THH19240.1_Bondarzewia_mesenterica	THH19240.1	Bondarzewia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae
THH19259.1_Bondarzewia_mesenterica	THH19259.1	Bondarzewia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae
XP_009545122.1_Heterobasidion_irregulare_TC32_1	XP_009545122.1	Heterobasidion	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae
XP_009545121.1_Heterobasidion_irregulare_TC32_1	XP_009545121.1	Heterobasidion	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae
KAA1467126.1_Dentipellis_sp._KUC8613	KAA1467126.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
TFY61724.1_Dentipellis_fragilis	TFY61724.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
KAA1467091.1_Dentipellis_sp._KUC8613	KAA1467091.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
TFY69232.1_Dentipellis_fragilis	TFY69232.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
TFY82132.1_Hericium_alpestre	TFY82132.1	Hericium	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
KAI0034574.1_Vararia_minispora_EC_137	KAI0034574.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae
KAI0034577.1_Vararia_minispora_EC_137	KAI0034577.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae
KAI0036026.1_Vararia_minispora_EC_137	KAI0036026.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae
KAI0026658.1_Vararia_minispora_EC_137	KAI0026658.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae
VDB86651.1_Peniophora_sp._CBMAI1063	VDB86651.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
KZV68185.1_Peniophora_sp._CONT	KZV68185.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
VDB86654.1_Peniophora_sp._CBMAI1063	VDB86654.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
KZV68182.1_Peniophora_sp._CONT	KZV68182.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
KZV69208.1_Peniophora_sp._CONT	KZV69208.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
VDC02569.1_Peniophora_sp._CBMAI1063	VDC02569.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
KZV72373.1_Peniophora_sp._CONT	KZV72373.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
VDB84992.1_Peniophora_sp._CBMAI1063	VDB84992.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae
KAH9058370.1_Lactarius_vividus	KAH9058370.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI9440050.1_Lactarius_indigo	KAI9440050.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9037881.1_Lactarius_pseudohatsudake	KAH9037881.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH8994869.1_Lactarius_akahatsu	KAH8994869.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI9461708.1_Lactarius_psammicola	KAI9461708.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9068331.1_Lactarius_deliciosus	KAH9068331.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9002898.1_Lactarius_hatsudake	KAH9002898.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9178272.1_Lactarius_sanguifluus	KAH9178272.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAF8269563.1_Lactarius_quietus	KAF8269563.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0250269.1_Lactifluus_subvellereus	KAI0250269.1	Lactifluus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9972789.1_Lactifluus_volemus	KAH9972789.1	Lactifluus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0295903.1_Multifurca_ochricompacta	KAI0295903.1	Multifurca	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0303823.1_Multifurca_ochricompacta	KAI0303823.1	Multifurca	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
